ID,Distance,Galactocentric Radius,Vobs,e_Vobs,Vgas,Vdisk,Vbul,SBdisk,SBbul,Radius,gobs,gbar,L10(gobs),L10(gbar),tdyn,tdyn,Luminosity,Mass
,Mpc,kpc,km/s,km/s,km/s,km/s,km/s,,,m,m/s2,,,,seconds,Gyr,,
ESO116-G012,13,9.09,111,2.33,35.49,49.08,0,0.72,0,2.80517E+20,4.39224E-11,1.30772E-11,-10.35731385,-10.88348472,4.63151E+15,0.146845476,4.292,1.083
ESO116-G012,13,9.86,112,4.74,33.74,46.34,0,0,0,3.0428E+20,4.12252E-11,1.07986E-11,-10.38483679,-10.96663393,5.30827E+15,0.168302937,4.292,1.083
ESO444-G084,4.83,0.26,18.3,1.8,4.59,8.31,0,31.29,0,8.0236E+18,4.17381E-11,1.12324E-11,-10.37946709,-10.94952785,8.45179E+14,0.026797043,0.071,0.135
ESO444-G084,4.83,0.77,35.3,3,11.55,14.79,0,10.44,0,2.37622E+19,5.244E-11,1.48196E-11,-10.28033724,-10.82916315,1.26627E+15,0.040147935,0.071,0.135
ESO444-G084,4.83,1.29,47.8,4.63,16.45,14.54,0,3.29,0,3.98094E+19,5.73945E-11,1.2108E-11,-10.24112984,-10.91692589,1.81324E+15,0.057490233,0.071,0.135
ESO444-G084,4.83,1.81,52.8,1.26,19.03,13.66,0,1.03,0,5.58566E+19,4.99107E-11,9.82402E-12,-10.30180665,-11.00771065,2.38447E+15,0.075601582,0.071,0.135
ESO444-G084,4.83,2.32,58,3.11,20.09,12.28,0,0.34,0,7.15952E+19,4.69864E-11,7.74363E-12,-10.32802792,-11.11105559,3.04067E+15,0.096406887,0.071,0.135
ESO444-G084,4.83,3.39,63.1,1.35,17.39,9.97,0,0.03,0,1.04615E+20,3.80595E-11,3.84086E-12,-10.4195369,-11.41557164,5.21896E+15,0.165471018,0.071,0.135
ESO444-G084,4.83,4.44,62.7,7.36,14.45,8.53,0,0,0,1.37018E+20,2.86917E-11,2.05493E-12,-10.54224381,-11.68720269,8.16565E+15,0.258898243,0.071,0.135
ESO563-G021,60.8,0.45,18.9,9.78,0,65.19,0,2096.34,0,1.3887E+19,2.57226E-11,3.06023E-10,-10.58968483,-9.514246473,2.13023E+14,0.006754073,311.177,24.298
ESO563-G021,60.8,1.34,58.3,10.5,0,120.17,0,997.68,0,4.13524E+19,8.21933E-11,3.49214E-10,-10.08516361,-9.456908598,3.44116E+14,0.010910458,311.177,24.298
ESO563-G021,60.8,2.23,74.1,5.69,0,137.48,0,691.26,0,6.88178E+19,7.97876E-11,2.74649E-10,-10.09806437,-9.561221738,5.00566E+14,0.015870828,311.177,24.298
ESO563-G021,60.8,3.12,119,4.27,0,146.18,0,574.33,0,9.62832E+19,1.47077E-10,2.21935E-10,-9.832456593,-9.653774601,6.58662E+14,0.020883384,311.177,24.298
ESO563-G021,60.8,4.01,141,3.76,0,157.86,0,548.02,0,1.23749E+20,1.60656E-10,2.01374E-10,-9.794102069,-9.695996097,7.83914E+14,0.024854584,311.177,24.298
ESO563-G021,60.8,4.9,195,4.54,0,175.79,0,524.14,0,1.51214E+20,2.51465E-10,2.0436E-10,-9.599522779,-9.689603669,8.60197E+14,0.027273203,311.177,24.298
ESO563-G021,60.8,5.79,227,4.2,0,199.19,0,483.52,0,1.78679E+20,2.88388E-10,2.22055E-10,-9.540022771,-9.653539422,8.9703E+14,0.028441026,311.177,24.298
ESO563-G021,60.8,6.69,246,4.24,0,217.87,0,426.75,0,2.06453E+20,2.93122E-10,2.29918E-10,-9.532951825,-9.638427173,9.47599E+14,0.030044357,311.177,24.298
ESO563-G021,60.8,7.58,268,5.56,0,228.65,0,376.92,0,2.33919E+20,3.07047E-10,2.235E-10,-9.512795539,-9.650722716,1.02304E+15,0.032436369,311.177,24.298
ESO563-G021,60.8,8.47,283,2.96,0,241.76,0,345.98,0,2.61384E+20,3.06403E-10,2.23609E-10,-9.513706461,-9.650510438,1.08117E+15,0.034279399,311.177,24.298
ESO563-G021,60.8,10.23,291,9.81,0,260.94,0,282.74,0,3.15698E+20,2.68234E-10,2.1568E-10,-9.571485577,-9.666190239,1.20985E+15,0.038359171,311.177,24.298
ESO563-G021,60.8,12.06,310,4.74,0.04,275.04,0,199.54,0,3.72172E+20,2.58214E-10,2.03258E-10,-9.588019842,-9.691951502,1.35315E+15,0.042902804,311.177,24.298
ESO563-G021,60.8,13.44,310,20.4,0.4,277.98,0,164.72,0,4.14758E+20,2.31701E-10,1.86309E-10,-9.635071803,-9.72976719,1.49204E+15,0.047306357,311.177,24.298
ESO563-G021,60.8,15.18,310,16.1,3.11,282.25,0,131.46,0,4.68455E+20,2.05143E-10,1.7008E-10,-9.687944306,-9.769347068,1.65962E+15,0.052619376,311.177,24.298
ESO563-G021,60.8,16.83,314,13.5,15.18,283.33,0,96.52,0,5.19374E+20,1.89836E-10,1.55007E-10,-9.721620742,-9.809650055,1.83048E+15,0.058036787,311.177,24.298
ESO563-G021,60.8,18.56,317,12.7,22.91,276.47,0,70.44,0,5.72762E+20,1.75446E-10,1.34367E-10,-9.755855369,-9.871705849,2.06462E+15,0.065460329,311.177,24.298
ESO563-G021,60.8,20.3,319,10.4,33.06,272.19,0,62.6,0,6.26458E+20,1.62439E-10,1.20009E-10,-9.789310594,-9.92078756,2.28476E+15,0.072439938,311.177,24.298
ESO563-G021,60.8,21.94,318,10.8,33.62,273,0,50.58,0,6.77068E+20,1.49356E-10,1.11745E-10,-9.825778305,-9.951770201,2.46151E+15,0.078044029,311.177,24.298
ESO563-G021,60.8,23.68,317,9.3,39.67,271.34,0,32.65,0,7.30765E+20,1.37512E-10,1.02905E-10,-9.861659095,-9.987564951,2.66484E+15,0.084490834,311.177,24.298
ESO563-G021,60.8,25.41,317,7.23,44.98,261.62,0,19.67,0,7.84153E+20,1.2815E-10,8.98654E-11,-9.892282062,-10.04640726,2.95396E+15,0.093657429,311.177,24.298
ESO563-G021,60.8,27.06,312,8.39,46.29,252.97,0,13.79,0,8.35072E+20,1.1657E-10,7.91987E-11,-9.933414526,-10.10128195,3.24715E+15,0.102953506,311.177,24.298
ESO563-G021,60.8,28.8,312,8.37,43.21,243.84,0,7.98,0,8.88768E+20,1.09527E-10,6.90001E-11,-9.960479221,-10.1611505,3.58897E+15,0.113790961,311.177,24.298
ESO563-G021,60.8,30.53,311,11.5,45.08,233.85,0,4.31,0,9.42156E+20,1.02659E-10,6.02003E-11,-9.988601948,-10.2204016,3.95605E+15,0.125429726,311.177,24.298
ESO563-G021,60.8,32.18,310,14.5,52.43,224.75,0,2.73,0,9.93075E+20,9.67702E-11,5.36329E-11,-10.01425857,-10.27056883,4.30304E+15,0.136431203,311.177,24.298
ESO563-G021,60.8,33.91,313,15.9,59.7,216.21,0,1.63,0,1.04646E+21,9.36192E-11,4.80771E-11,-10.02863504,-10.31806202,4.66544E+15,0.147921458,311.177,24.298
ESO563-G021,60.8,35.65,320,8.83,61.56,208.83,0,1.34,0,1.10016E+21,9.30775E-11,4.30843E-11,-10.0311555,-10.36568076,5.05322E+15,0.160216196,311.177,24.298
ESO563-G021,60.8,37.3,321,7.88,63.33,202.65,0,0.94,0,1.15108E+21,8.9517E-11,3.91613E-11,-10.04809469,-10.40714289,5.42155E+15,0.171894561,311.177,24.298
ESO563-G021,60.8,39.03,320,8,62.96,196.77,0,0.72,0,1.20447E+21,8.50169E-11,3.54368E-11,-10.07049452,-10.4505457,5.83002E+15,0.184845293,311.177,24.298
ESO563-G021,60.8,40.76,315,9.82,62.4,191.39,0,0.59,0,1.25785E+21,7.88844E-11,3.22167E-11,-10.10300899,-10.49191895,6.24848E+15,0.198112935,311.177,24.298
ESO563-G021,60.8,42.41,312,9.07,62.21,186.89,0,0.59,0,1.30877E+21,7.43781E-11,2.96445E-11,-10.12855501,-10.52805535,6.64446E+15,0.210667762,311.177,24.298
F561-1,66.4,1.61,23.4,10,5.21,28.61,0,43.88,0,4.96846E+19,1.10207E-11,1.70209E-11,-10.95779008,-10.76901769,1.70852E+15,0.054169903,4.077,1.622
F561-1,66.4,3.23,40.6,5,10.57,37.58,0,19.59,0,9.96778E+19,1.65369E-11,1.52891E-11,-10.78154638,-10.81561881,2.55334E+15,0.080955607,4.077,1.622
F561-1,66.4,4.84,45.5,5,15.71,39.1,0,14.19,0,1.49362E+20,1.38606E-11,1.1888E-11,-10.85821849,-10.9248927,3.5446E+15,0.112384211,4.077,1.622
F561-1,66.4,6.45,49.2,5,20.94,44.01,0,11.07,0,1.99047E+20,1.21611E-11,1.19337E-11,-10.91502543,-10.92322552,4.08405E+15,0.129487811,4.077,1.622
F561-1,66.4,8.06,50.4,5,25.97,48.52,0,7.95,0,2.48732E+20,1.02125E-11,1.21763E-11,-10.99086989,-10.91448456,4.51968E+15,0.143299961,4.077,1.622
F561-1,66.4,9.66,50.4,5,29.26,49.44,0,3.35,0,2.98108E+20,8.52095E-12,1.10714E-11,-11.06951198,-10.95579842,5.18902E+15,0.164522024,4.077,1.622
F563-1,48.9,1.07,22.1,7.17,1.98,18.3,0,33.42,0,3.30202E+19,1.47912E-11,1.02607E-11,-10.82999515,-10.98882297,1.79391E+15,0.056877388,1.903,3.2
F563-1,48.9,1.78,42.7,10.66,4.03,24.51,0,20.43,0,5.49308E+19,3.31925E-11,1.1232E-11,-10.47896017,-10.94954413,2.21146E+15,0.070116195,1.903,3.2
F563-1,48.9,2.49,60.6,7.69,6.25,27.45,0,14.31,0,7.68414E+19,4.77914E-11,1.03143E-11,-10.32065002,-10.98656038,2.72947E+15,0.086539849,1.903,3.2
F563-1,48.9,2.97,76.8,11.1,7.78,28.28,0,9.63,0,9.16542E+19,6.43532E-11,9.38622E-12,-10.19142993,-11.02750911,3.12486E+15,0.099076134,1.903,3.2
F563-1,48.9,3.04,81.6,17.5,8.01,28.2,0,9.31,0,9.38144E+19,7.09759E-11,9.16064E-12,-10.14888919,-11.03807411,3.20016E+15,0.101463565,1.903,3.2
F563-1,48.9,3.19,87,8.93,8.49,28.16,0,9.15,0,9.84434E+19,7.68868E-11,8.78744E-12,-10.1141481,-11.05613751,3.34705E+15,0.106120764,1.903,3.2
F563-1,48.9,6.95,90,24.8,17.83,29.57,0,3.35,0,2.14477E+20,3.77663E-11,5.55908E-12,-10.42289571,-11.25499744,6.21139E+15,0.196937035,1.903,3.2
F563-1,48.9,8.58,97.8,9.4,22.83,29.09,0,1.88,0,2.64779E+20,3.61239E-11,5.16445E-12,-10.4422055,-11.28697588,7.16027E+15,0.227021954,1.903,3.2
F563-1,48.9,9.26,93.7,25.3,24.91,28.73,0,1.68,0,2.85764E+20,3.07236E-11,5.05985E-12,-10.51252773,-11.29586234,7.5151E+15,0.23827196,1.903,3.2
F563-1,48.9,9.89,103,23.8,26.69,28.7,0,1.49,0,3.05205E+20,3.47602E-11,5.03283E-12,-10.45891776,-11.29818796,7.78736E+15,0.246904155,1.903,3.2
F563-1,48.9,10.08,97.4,11,27.31,28.73,0,1.43,0,3.11069E+20,3.04973E-11,5.05113E-12,-10.51573854,-11.29661144,7.84755E+15,0.248812536,1.903,3.2
F563-1,48.9,11.84,106.5,9.48,30.86,27.77,0,0.72,0,3.65382E+20,3.10421E-11,4.71701E-12,-10.50804841,-11.32633319,8.80117E+15,0.279047873,1.903,3.2
F563-1,48.9,14.56,112,11,30.44,25.73,0,0.36,0,4.49322E+20,2.79176E-11,3.53561E-12,-10.55412125,-11.45153549,1.12732E+16,0.357424819,1.903,3.2
F563-1,48.9,15.43,111.5,9.4,30.7,25.11,0,0.28,0,4.7617E+20,2.61089E-11,3.30345E-12,-10.58321211,-11.48103255,1.2006E+16,0.380658479,1.903,3.2
F563-1,48.9,17.93,111,24.3,33.36,23.48,0,0.14,0,5.5332E+20,2.22674E-11,3.00766E-12,-10.65233025,-11.52177069,1.35636E+16,0.430042882,1.903,3.2
F563-1,48.9,19.02,112.5,7.75,34.35,22.95,0,0.1,0,5.86957E+20,2.15625E-11,2.90758E-12,-10.66630139,-11.53646833,1.42081E+16,0.450480186,1.903,3.2
F563-1,48.9,20.1,106,10.7,35.34,22.07,0,0,0,6.20286E+20,1.81142E-11,2.79871E-12,-10.74198025,-11.55304213,1.48873E+16,0.472014529,1.903,3.2
F563-V1,54,1.31,12,5,4.66,11.06,0,12.6,0,4.04266E+19,3.56201E-12,3.56298E-12,-11.44830473,-11.44818652,3.36842E+15,0.106798506,1.54,0.61
F563-V1,54,2.63,21.7,5,9.66,16.85,0,9.31,0,8.11618E+19,5.80187E-12,4.64798E-12,-11.2364322,-11.33273612,4.17873E+15,0.132489727,1.54,0.61
F563-V1,54,3.93,28.6,5,13.79,23.41,0,7.16,0,1.2128E+20,6.7444E-12,6.08669E-12,-11.17105641,-11.21561902,4.46379E+15,0.141527898,1.54,0.61
F563-V1,54,5.24,29.5,5,16.46,24.18,0,3.64,0,1.61706E+20,5.38167E-12,5.2911E-12,-11.26908318,-11.2764544,5.52829E+15,0.175278689,1.54,0.61
F563-V1,54,6.55,28.6,5,18.52,23.59,0,2.39,0,2.02133E+20,4.04664E-12,4.44993E-12,-11.39290516,-11.35164643,6.73972E+15,0.213688002,1.54,0.61
F563-V1,54,7.87,27.3,5,20.17,23.33,0,2.56,0,2.42868E+20,3.0687E-12,3.91619E-12,-11.51304536,-11.40713634,7.87505E+15,0.249684631,1.54,0.61
F563-V2,59.7,0.28,11.9,7.89,0.95,6.22,0,68,0,8.6408E+18,1.63885E-11,4.58186E-12,-10.78546003,-11.33895858,1.37327E+15,0.043540617,2.986,2.169
F563-V2,59.7,0.87,34.8,7.89,2.93,17.64,0,60.24,0,2.68482E+19,4.51069E-11,1.19097E-11,-10.34575669,-10.92409851,1.50144E+15,0.047604187,2.986,2.169
F563-V2,59.7,1.46,58.5,8.68,4.98,27.33,0,50.99,0,4.50556E+19,7.59562E-11,1.71284E-11,-10.11943705,-10.76628379,1.62187E+15,0.051422667,2.986,2.169
F563-V2,59.7,2.05,81.5,14.2,7.2,35.16,0,39.39,0,6.3263E+19,1.04994E-10,2.03605E-11,-9.978834565,-10.6912118,1.76271E+15,0.055888069,2.986,2.169
F563-V2,59.7,2.35,91.8,17.5,8.24,37.71,0,33.19,0,7.2521E+19,1.16204E-10,2.0545E-11,-9.934778422,-10.68729451,1.87879E+15,0.059568609,2.986,2.169
F563-V2,59.7,4.76,114,8.68,16.62,45.06,0,10.8,0,1.46894E+20,8.84722E-11,1.57027E-11,-10.05319317,-10.80402531,3.05854E+15,0.096973352,2.986,2.169
F563-V2,59.7,7.86,116,8.68,34.33,41.16,0,3.01,0,2.4256E+20,5.5475E-11,1.18433E-11,-10.25590249,-10.92652902,4.52557E+15,0.143486835,2.986,2.169
F563-V2,59.7,8.7,117,16.6,39.57,40.09,0,2.22,0,2.68482E+20,5.09867E-11,1.18183E-11,-10.29254345,-10.92744606,4.76629E+15,0.15111895,2.986,2.169
F563-V2,59.7,10.18,118,51.9,39.57,38.11,0,1.34,0,3.14155E+20,4.43221E-11,9.60723E-12,-10.35337969,-11.01740187,5.71838E+15,0.181305549,2.986,2.169
F563-V2,59.7,10.47,118,40.3,39.57,37.78,0,1.24,0,3.23104E+20,4.30945E-11,9.26362E-12,-10.36557859,-11.03321945,5.90583E+15,0.187248926,2.986,2.169
F565-V2,51.8,1.26,21.7,10,5.7,11.4,0,12.58,0,3.88836E+19,1.21102E-11,4.17785E-12,-10.916847,-11.37904675,3.05075E+15,0.096726377,0.559,0.699
F565-V2,51.8,2.51,40.3,10,10.7,17.23,0,5.69,0,7.74586E+19,2.09672E-11,5.31075E-12,-10.67845955,-11.27484452,3.81907E+15,0.121086407,0.559,0.699
F565-V2,51.8,3.78,57.7,7,14.75,19.15,0,4.01,0,1.16651E+20,2.85407E-11,5.00884E-12,-10.5445361,-11.30026298,4.82587E+15,0.153007833,0.559,0.699
F565-V2,51.8,5.03,68.5,7,18.18,18.51,0,1.6,0,1.55226E+20,3.02285E-11,4.33647E-12,-10.51958276,-11.36286335,5.98293E+15,0.189693277,0.559,0.699
F565-V2,51.8,6.29,73.5,7,21.5,20.41,0,1.58,0,1.94109E+20,2.7831E-11,4.52744E-12,-10.55547189,-11.34414757,6.54783E+15,0.20760384,0.559,0.699
F565-V2,51.8,7.54,78.5,5,24.72,20.52,0,0.6,0,2.32684E+20,2.64833E-11,4.43583E-12,-10.57702795,-11.35302496,7.24263E+15,0.229633065,0.559,0.699
F565-V2,51.8,8.8,83.1,6,27.11,18.68,0,0.21,0,2.71568E+20,2.54287E-11,3.99125E-12,-10.59467655,-11.39889158,8.24869E+15,0.261531135,0.559,0.699
F567-2,79,1.92,26.9,8,-8.25,24.52,0,22.17,0,5.92512E+19,1.22126E-11,1.12959E-11,-10.91319259,-10.94708093,2.29028E+15,0.072615169,2.134,2.449
F567-2,79,3.83,46.8,5,-11.91,32.41,0,10.5,0,1.18194E+20,1.85309E-11,1.00873E-11,-10.73210299,-10.99622511,3.42302E+15,0.108529602,2.134,2.449
F567-2,79,5.75,47.6,5,-2.02,32.86,0,5,0,1.77445E+20,1.27688E-11,6.10815E-12,-10.89384986,-11.21409058,5.38986E+15,0.170889541,2.134,2.449
F567-2,79,7.67,48.1,8,17.45,32.97,0,3.29,0,2.36696E+20,9.7746E-12,5.87894E-12,-11.00990113,-11.23070077,6.34521E+15,0.201179785,2.134,2.449
F567-2,79,9.59,52.2,10,24.22,33.05,0,1.99,0,2.95947E+20,9.20718E-12,5.673E-12,-11.03587352,-11.24618688,7.22272E+15,0.229001863,2.134,2.449
F568-1,90.7,0.44,15.7,9.1,-2.08,12.26,0,98.11,0,1.35784E+19,1.81531E-11,1.13882E-11,-10.74104929,-10.94354361,1.09193E+15,0.034620586,6.252,4.498
F568-1,90.7,1.32,44.5,9.1,-5.39,28.49,0,57.84,0,4.07352E+19,4.86127E-11,2.0639E-11,-10.31324983,-10.68531217,1.40489E+15,0.044542986,6.252,4.498
F568-1,90.7,2.2,69.4,9.1,-6.26,35.84,0,38.81,0,6.7892E+19,7.09415E-11,1.9497E-11,-10.14909966,-10.71003126,1.86606E+15,0.059164779,6.252,4.498
F568-1,90.7,3.08,90,11.4,-3.53,40.15,0,24.49,0,9.50488E+19,8.52194E-11,1.7091E-11,-10.06946162,-10.76723136,2.35825E+15,0.074769988,6.252,4.498
F568-1,90.7,3.96,105,9.88,1.83,41.23,0,19.47,0,1.22206E+20,9.02168E-11,1.39377E-11,-10.04471251,-10.8558097,2.96108E+15,0.09388338,6.252,4.498
F568-1,90.7,4.84,113,16.2,8.4,42.44,0,16.02,0,1.49362E+20,8.54901E-11,1.25314E-11,-10.0680844,-10.90200189,3.4524E+15,0.109461122,6.252,4.498
F568-1,90.7,5.53,117,24.8,13.64,43.19,0,13.79,0,1.70656E+20,8.02141E-11,1.20208E-11,-10.09574933,-10.92006526,3.76785E+15,0.119462464,6.252,4.498
F568-1,90.7,7.48,124,9.1,27.27,47.2,0,10.81,0,2.30833E+20,6.6611E-11,1.28729E-11,-10.17645415,-10.89032282,4.23458E+15,0.134260569,6.252,4.498
F568-1,90.7,8.37,127,9.1,32.13,48.6,0,8.48,0,2.58298E+20,6.24433E-11,1.3141E-11,-10.20451394,-10.88137155,4.4335E+15,0.140567453,6.252,4.498
F568-1,90.7,9.24,130,9.1,36.26,48.96,0,6.88,0,2.85146E+20,5.92678E-11,1.30174E-11,-10.22718119,-10.88547523,4.68028E+15,0.148391789,6.252,4.498
F568-1,90.7,10.13,133,9.1,39.77,48.92,0,5.7,0,3.12612E+20,5.65846E-11,1.27149E-11,-10.24730209,-10.89568798,4.95846E+15,0.157211743,6.252,4.498
F568-1,90.7,13.23,142,23.8,47.41,49.96,0,3.23,0,4.08278E+20,4.93879E-11,1.16188E-11,-10.30637908,-10.93483766,5.92784E+15,0.187946839,6.252,4.498
F568-3,82.4,0.64,12.4,8.6,1.18,13.56,0,67.54,0,1.97504E+19,7.78516E-12,9.38037E-12,-11.10873253,-11.02778017,1.45104E+15,0.046006198,8.346,3.195
F568-3,82.4,1.18,21.9,6.2,1.55,21.17,0,56.11,0,3.64148E+19,1.31707E-11,1.23733E-11,-10.8803897,-10.90751431,1.71552E+15,0.054391925,8.346,3.195
F568-3,82.4,1.8,32.3,1.88,1.6,27.72,0,46.3,0,5.5548E+19,1.87818E-11,1.38791E-11,-10.72626338,-10.85763748,2.00057E+15,0.063429497,8.346,3.195
F568-3,82.4,2.03,37.9,6.2,1.54,29.76,0,44.1,0,6.26458E+19,2.29291E-11,1.41754E-11,-10.63961354,-10.84846471,2.10222E+15,0.066652531,8.346,3.195
F568-3,82.4,2.78,53.1,9.5,1.46,36.4,0,37.67,0,8.57908E+19,3.28661E-11,1.54689E-11,-10.48325168,-10.81053982,2.355E+15,0.074666979,8.346,3.195
F568-3,82.4,3,62.4,11,1.62,38.08,0,35.56,0,9.258E+19,4.20583E-11,1.56914E-11,-10.376148,-10.80433801,2.429E+15,0.07701333,8.346,3.195
F568-3,82.4,3.64,68,6.2,2.96,42.4,0,30.26,0,1.1233E+20,4.11643E-11,1.60822E-11,-10.38547948,-10.79365415,2.64287E+15,0.083794215,8.346,3.195
F568-3,82.4,4.19,78,7.98,5.28,45.43,0,25.29,0,1.29303E+20,4.70521E-11,1.61772E-11,-10.32742074,-10.79109741,2.82718E+15,0.089637965,8.346,3.195
F568-3,82.4,4.6,82.3,6.2,6.86,46.43,0,21.07,0,1.41956E+20,4.7714E-11,1.55175E-11,-10.32135408,-10.8091778,3.02458E+15,0.095896794,8.346,3.195
F568-3,82.4,5.14,85.7,6.3,8.92,47.19,0,19.58,0,1.5862E+20,4.63023E-11,1.45408E-11,-10.3343974,-10.83741264,3.30283E+15,0.104718678,8.346,3.195
F568-3,82.4,5.39,85.5,6.51,9.95,47.91,0,19.11,0,1.66335E+20,4.39489E-11,1.43948E-11,-10.35705246,-10.84179332,3.3993E+15,0.107777303,8.346,3.195
F568-3,82.4,6.31,89.5,15.6,14.48,50.48,0,14.95,0,1.94727E+20,4.11359E-11,1.41629E-11,-10.38577921,-10.84884664,3.70797E+15,0.117563978,8.346,3.195
F568-3,82.4,9.1,95.2,15.5,26.69,51.31,0,7.98,0,2.80826E+20,3.22728E-11,1.19115E-11,-10.49116342,-10.92403182,4.85551E+15,0.153947584,8.346,3.195
F568-3,82.4,10.17,97.5,6.2,29.9,52.01,0,6.77,0,3.13846E+20,3.02895E-11,1.14676E-11,-10.51870764,-10.94052898,5.23146E+15,0.165867477,8.346,3.195
F568-3,82.4,11.99,101,10.2,33.72,51.6,0,4.47,0,3.70011E+20,2.75694E-11,1.02689E-11,-10.55957236,-10.98847741,6.00269E+15,0.190320061,8.346,3.195
F568-3,82.4,14.02,107,10.7,36.41,50.13,0,3.11,0,4.32657E+20,2.64621E-11,8.87239E-12,-10.57737638,-11.0519592,6.98315E+15,0.22140625,8.346,3.195
F568-3,82.4,15.94,117,11.7,38.69,49.27,0,2.41,0,4.91908E+20,2.78284E-11,7.97801E-12,-10.55551252,-11.09810555,7.85226E+15,0.248962081,8.346,3.195
F568-3,82.4,17.98,120,12,39,48.97,0,1.66,0,5.54863E+20,2.59524E-11,7.06312E-12,-10.58582312,-11.1510036,8.86328E+15,0.281017208,8.346,3.195
F568-V1,80.6,0.39,17.4,30.4,-1.11,12.25,0,99.83,0,1.20354E+19,2.51558E-11,1.25708E-11,-10.59936203,-10.9006371,9.78473E+14,0.031023238,3.825,2.491
F568-V1,80.6,1.18,46.3,37.1,-2.76,28.99,0,60.79,0,3.64148E+19,5.88686E-11,2.32883E-11,-10.23011595,-10.63286277,1.25046E+15,0.039646847,3.825,2.491
F568-V1,80.6,1.95,69.1,13.1,-2.63,34.78,0,34.2,0,6.0177E+19,7.93461E-11,2.02164E-11,-10.10047444,-10.69429511,1.72529E+15,0.054701739,3.825,2.491
F568-V1,80.6,2.74,85.2,6.2,-0.03,37.08,0,27.14,0,8.45564E+19,8.58485E-11,1.62605E-11,-10.0662673,-10.78886675,2.28038E+15,0.072301104,3.825,2.491
F568-V1,80.6,3.53,93.2,6.2,3.84,41.2,0,22.68,0,1.08936E+20,7.97372E-11,1.57174E-11,-10.0983388,-10.80361979,2.63266E+15,0.083470597,3.825,2.491
F568-V1,80.6,4.3,100,12.4,7.34,44.37,0,16.78,0,1.32698E+20,7.53591E-11,1.52419E-11,-10.12286438,-10.81696028,2.95061E+15,0.093551475,3.825,2.491
F568-V1,80.6,5.09,108,6.2,9.92,45.35,0,11.52,0,1.57077E+20,7.42564E-11,1.37195E-11,-10.12926619,-10.86266061,3.38366E+15,0.107281655,3.825,2.491
F568-V1,80.6,5.87,112,6.2,12.15,44.94,0,9.36,0,1.81148E+20,6.92472E-11,1.19638E-11,-10.15959798,-10.9221298,3.89119E+15,0.123373028,3.825,2.491
F568-V1,80.6,6.4,113,24.9,13.65,45.12,0,8.08,0,1.97504E+20,6.46519E-11,1.12511E-11,-10.18941901,-10.94880508,4.18977E+15,0.13283998,3.825,2.491
F568-V1,80.6,7.44,113,15.5,17.06,45.76,0,6.21,0,2.29598E+20,5.56145E-11,1.03878E-11,-10.25481197,-10.98347661,4.70135E+15,0.149059976,3.825,2.491
F568-V1,80.6,8.21,112,13.1,19.87,46.01,0,4.32,0,2.53361E+20,4.95105E-11,9.91368E-12,-10.30530303,-11.00376492,5.05536E+15,0.16028405,3.825,2.491
F568-V1,80.6,9,111,26.4,22.99,44.52,0,3.01,0,2.7774E+20,4.43616E-11,9.03928E-12,-10.35299247,-11.04386601,5.54309E+15,0.175748057,3.825,2.491
F568-V1,80.6,9.72,111,19.4,26.1,43.69,0,2.45,0,2.99959E+20,4.10756E-11,8.63459E-12,-10.38641623,-11.06375805,5.894E+15,0.186873805,3.825,2.491
F568-V1,80.6,11.79,113,12.5,34.23,40.77,0,1.17,0,3.63839E+20,3.50952E-11,7.78884E-12,-10.45475284,-11.10852738,6.83469E+15,0.216698979,3.825,2.491
F568-V1,80.6,17.63,118,14.6,36.03,33.12,0,0,0,5.44062E+20,2.55927E-11,4.40225E-12,-10.59188422,-11.35632544,1.1117E+16,0.352472424,3.825,2.491
F571-8,53.3,0.22,12.4,7,0.92,38.29,0,1846.57,0,6.7892E+18,2.26477E-11,2.16074E-10,-10.64497523,-9.665397222,1.77259E+14,0.005620128,10.164,1.782
F571-8,53.3,0.78,37.5,4,2.67,85.69,0,705.48,0,2.40708E+19,5.84214E-11,3.05345E-10,-10.23342799,-9.515208799,2.80769E+14,0.008902008,10.164,1.782
F571-8,53.3,1.33,56.5,4,3.9,104,0,403.21,0,4.10438E+19,7.77767E-11,2.63894E-10,-10.10915067,-9.578570586,3.94375E+14,0.012503955,10.164,1.782
F571-8,53.3,2.33,69.1,4,5.34,114.45,0,121.25,0,7.19038E+19,6.64055E-11,1.82568E-10,-10.17779575,-9.738575834,6.27572E+14,0.019897667,10.164,1.782
F571-8,53.3,3.44,85.5,7.5,7.09,107.32,0,35.98,0,1.06158E+20,6.88617E-11,1.08968E-10,-10.16202213,-9.962701697,9.87025E+14,0.031294379,10.164,1.782
F571-8,53.3,3.78,87.1,8.4,7.29,103.7,0,25.02,0,1.16651E+20,6.50352E-11,9.26426E-11,-10.18685141,-10.03318924,1.12212E+15,0.035577612,10.164,1.782
F571-8,53.3,4.77,105,4,8.42,92.03,0,8.51,0,1.47202E+20,7.4897E-11,5.80183E-11,-10.1255357,-10.23643521,1.59285E+15,0.050502522,10.164,1.782
F571-8,53.3,5.44,112,6.7,8.94,86.43,0,6.64,0,1.67878E+20,7.47208E-11,4.49734E-11,-10.12655878,-10.34704393,1.93205E+15,0.061257277,10.164,1.782
F571-8,53.3,6.11,116,4,9.45,81.42,0,6.17,0,1.88555E+20,7.13639E-11,3.56317E-11,-10.14652115,-10.44816359,2.30038E+15,0.072935451,10.164,1.782
