ID,Distance,Galactocentric Radius,Vobs,e_Vobs,Vgas,Vdisk,Vbul,SBdisk,SBbul,Radius,gobs,gbar,L10(gobs),L10(gbar),tdyn,tdyn,Luminosity,Mass
,Mpc,kpc,km/s,km/s,km/s,km/s,km/s,,,m,m/s2,,,,seconds,Gyr,,
UGC06667,18,5.24,80.7,3.9,22.41,20.02,0,4.19,0,1.61706E+20,4.02735E-11,5.58425E-12,-10.39498014,-11.25303537,5.38123E+15,0.170615939,1.397,0.809
UGC06667,18,6.11,84,3,23.49,21.36,0,3.64,0,1.88555E+20,3.74215E-11,5.34609E-12,-10.42687856,-11.2719638,5.93882E+15,0.188294996,1.397,0.809
UGC06667,18,6.98,85,3,25.65,22.68,0,3.22,0,2.15403E+20,3.35418E-11,5.44238E-12,-10.47441349,-11.26421076,6.29116E+15,0.199466223,1.397,0.809
UGC06667,18,7.85,85.7,3.4,24.46,24,0,2.82,0,2.42251E+20,3.03177E-11,4.84742E-12,-10.51830393,-11.31448962,7.06932E+15,0.224138217,1.397,0.809
UGC06786,29.3,0.16,160,36,-1.22,8.07,119.49,516.57 1,6013.38,4.9376E+18,5.18471E-09,2.90515E-09,-8.285275939,-8.536831295,4.12262E+13,0.001307109,73.407,5.03
UGC06786,29.3,0.32,177,30.9,-1.2,15.74,184.15,504.88,8275.13,9.8752E+18,3.17249E-09,3.45921E-09,-8.498599367,-8.461022824,5.34299E+13,0.001694036,73.407,5.03
UGC06786,29.3,0.49,180,25.3,-1.08,23.42,201.67,492.74,4561.05,1.51214E+19,2.14266E-09,2.72597E-09,-8.669046992,-8.564479255,7.44793E+13,0.002361424,73.407,5.03
UGC06786,29.3,0.65,180,32,-0.96,30.3,207.64,481.58,2982.73,2.0059E+19,1.61524E-09,2.19519E-09,-8.791764268,-8.658527243,9.55913E+13,0.003030795,73.407,5.03
UGC06786,29.3,1.3,182,4.72,-0.33,55.43,203.18,438.8,756.43,4.0118E+19,8.25664E-10,1.10561E-09,-9.083196498,-8.956399567,1.90489E+14,0.006039594,73.407,5.03
UGC06786,29.3,1.46,183,10.8,0.44,61.06,200.04,428.86,576.9,4.50556E+19,7.43282E-10,9.70901E-10,-9.128846598,-9.012825134,2.1542E+14,0.006830072,73.407,5.03
UGC06786,29.3,1.62,184,7.43,0.74,66.51,196.81,419.15,433.08,4.99932E+19,6.77212E-10,8.63283E-10,-9.16927529,-9.063846568,2.40646E+14,0.007629869,73.407,5.03
UGC06786,29.3,3.72,206,8.42,4.94,126.3,147.67,305.74,0.87,1.14799E+20,3.69654E-10,3.29118E-10,-9.432204421,-9.482647912,5.906E+14,0.018725426,73.407,5.03
UGC06786,29.3,3.89,207,4.54,5.38,130.52,144.55,297.38,0.48,1.20045E+20,3.5694E-10,3.16206E-10,-9.447404832,-9.500029418,6.16151E+14,0.019535556,73.407,5.03
UGC06786,29.3,4.05,209,5.36,5.86,134.47,141.56,291.65,0.28,1.24983E+20,3.49496E-10,3.05288E-10,-9.456558373,-9.515290904,6.39839E+14,0.020286599,73.407,5.03
UGC06786,29.3,4.22,210,2.43,6.37,138.94,138.76,286.76,0.16,1.30229E+20,3.38634E-10,2.96395E-10,-9.470269783,-9.52812964,6.62856E+14,0.021016351,73.407,5.03
UGC06786,29.3,4.26,210,4.6,6.53,140.05,138.12,285.57,0.13,1.31464E+20,3.35454E-10,2.94635E-10,-9.474366931,-9.530715664,6.67976E+14,0.021178681,73.407,5.03
UGC06786,29.3,4.38,211,2.8,6.92,143.43,136.21,282.2,0.09,1.35167E+20,3.29378E-10,2.89814E-10,-9.482305122,-9.537880812,6.82929E+14,0.021652783,73.407,5.03
UGC06786,29.3,4.54,213,2.18,7.46,148.24,133.79,278.12,0.05,1.40104E+20,3.23823E-10,2.85005E-10,-9.489692568,-9.545146882,7.01131E+14,0.022229907,73.407,5.03
UGC06786,29.3,4.71,214,7.61,7.98,153.86,131.35,269.69,0.03,1.45351E+20,3.15073E-10,2.82004E-10,-9.501589282,-9.549745241,7.17928E+14,0.022762468,73.407,5.03
UGC06786,29.3,4.86,215,4.7,8.49,158.53,129.31,255.82,0.02,1.4998E+20,3.08209E-10,2.79537E-10,-9.511155271,-9.553559978,7.32481E+14,0.02322386,73.407,5.03
UGC06786,29.3,5.02,215,2.34,9,162.82,127.24,236.68,0.01,1.54917E+20,2.98385E-10,2.76156E-10,-9.525222719,-9.558844951,7.48984E+14,0.023747101,73.407,5.03
UGC06786,29.3,5.18,216,2.95,9.51,166.08,125.27,217.59,0.01,1.59855E+20,2.91865E-10,2.71281E-10,-9.534818179,-9.566580528,7.67632E+14,0.024338366,73.407,5.03
UGC06786,29.3,5.35,217,4.48,10.02,168.84,123.26,198.81,0,1.65101E+20,2.85213E-10,2.65294E-10,-9.544830236,-9.576271889,7.8888E+14,0.02501204,73.407,5.03
UGC06786,29.3,5.51,217,3.99,10.53,170.67,121.46,180.68,0,1.70039E+20,2.76931E-10,2.58716E-10,-9.557628053,-9.587177157,8.10704E+14,0.025703996,73.407,5.03
UGC06786,29.3,5.68,218,5.14,11.06,171.8,119.61,163.83,0,1.75285E+20,2.71124E-10,2.50701E-10,-9.56683127,-9.600843528,8.36169E+14,0.026511372,73.407,5.03
UGC06786,29.3,5.84,218,2.51,11.59,172.47,117.97,151.85,0,1.80222E+20,2.63696E-10,2.43017E-10,-9.578895782,-9.614362919,8.61164E+14,0.027303867,73.407,5.03
UGC06786,29.3,6,219,3.95,12.13,172.94,116.4,142.07,0,1.8516E+20,2.59025E-10,2.35495E-10,-9.586658942,-9.62801745,8.86711E+14,0.028113869,73.407,5.03
UGC06786,29.3,6.15,219,7.84,12.55,173.44,114.95,134.81,0,1.89789E+20,2.52707E-10,2.28951E-10,-9.597382808,-9.640256883,9.10466E+14,0.028867041,73.407,5.03
UGC06786,29.3,6.48,219,7.74,13.72,174.41,111.99,115.63,0,1.99973E+20,2.39838E-10,2.15774E-10,-9.620082698,-9.666001736,9.6269E+14,0.030522819,73.407,5.03
UGC06786,29.3,6.64,219,6.69,14.25,174.58,110.63,107,0,2.0491E+20,2.34058E-10,2.09459E-10,-9.630675771,-9.678901902,9.89083E+14,0.031359654,73.407,5.03
UGC06786,29.3,6.81,220,6.26,14.68,174.53,109.24,98.11,0,2.10157E+20,2.30304E-10,2.02752E-10,-9.637697672,-9.693035567,1.0181E+15,0.03227956,73.407,5.03
UGC06786,29.3,7.1,220,2.52,15.64,174.07,106.99,82.68,0,2.19106E+20,2.20898E-10,1.91651E-10,-9.655808909,-9.717489421,1.06923E+15,0.033900816,73.407,5.03
UGC06786,29.3,7.13,220,11.4,15.74,173.95,106.76,81.11,0,2.20032E+20,2.19968E-10,1.90445E-10,-9.65764009,-9.720229476,1.07487E+15,0.034079701,73.407,5.03
UGC06786,29.3,8.52,220,2.93,20.1,162.17,97.67,42.84,0,2.62927E+20,1.84081E-10,1.37843E-10,-9.734990155,-9.860616796,1.3811E+15,0.043788944,73.407,5.03
UGC06786,29.3,10.66,225,1.79,25.95,149.89,87.32,25.13,0,3.28968E+20,1.53891E-10,9.35204E-11,-9.81278809,-10.02909343,1.87553E+15,0.059465022,73.407,5.03
UGC06786,29.3,11.99,228,5.71,28.72,144.35,82.33,18.64,0,3.70011E+20,1.40493E-10,7.68625E-11,-9.852345411,-10.11428567,2.19407E+15,0.069564665,73.407,5.03
UGC06786,29.3,12.1,228,9.96,29.04,143.9,81.96,18.15,0,3.73406E+20,1.39216E-10,7.57031E-11,-9.856311598,-10.12088662,2.22093E+15,0.070416149,73.407,5.03
UGC06786,29.3,12.33,228,8.24,29.36,143.03,81.19,17.16,0,3.80504E+20,1.36619E-10,7.33538E-11,-9.864489304,-10.13457727,2.27755E+15,0.072211514,73.407,5.03
UGC06786,29.3,12.78,229,1.74,30.21,141.37,79.75,15.35,0,3.94391E+20,1.32967E-10,6.91147E-11,-9.876255811,-10.16042986,2.38879E+15,0.075738488,73.407,5.03
UGC06786,29.3,14.93,228,1.64,33.5,133.3,73.78,8.44,0,4.6074E+20,1.12827E-10,5.28164E-11,-9.947586035,-10.27723101,2.95354E+15,0.093644372,73.407,5.03
UGC06786,29.3,17.08,226,1.34,35.21,125.19,68.98,4.75,0,5.27089E+20,9.69021E-11,4.11136E-11,-10.01366691,-10.38601444,3.58054E+15,0.113523932,73.407,5.03
UGC06786,29.3,19.23,226,1.39,35.84,117.76,65.01,2.4,0,5.93438E+20,8.6068E-11,3.26542E-11,-10.06515833,-10.48606125,4.26303E+15,0.135162601,73.407,5.03
UGC06786,29.3,21.27,227,1.11,35.52,111,61.81,1.83,0,6.56392E+20,7.85034E-11,2.65133E-11,-10.1051117,-10.57653564,4.97565E+15,0.157756708,73.407,5.03
UGC06786,29.3,23.42,227,1.37,34.46,106.04,58.91,1.1,0,7.22741E+20,7.12966E-11,2.20028E-11,-10.1469311,-10.6575212,5.73128E+15,0.181714806,73.407,5.03
UGC06786,29.3,25.57,224,2.79,32.87,101.01,56.38,0.42,0,7.8909E+20,6.35872E-11,1.83276E-11,-10.19663061,-10.73689345,6.5616E+15,0.208040725,73.407,5.03
UGC06786,29.3,27.72,218,9.41,31.59,96.03,54.15,0.24,0,8.55439E+20,5.55551E-11,1.53745E-11,-10.25527616,-10.81320027,7.45924E+15,0.236501021,73.407,5.03
UGC06786,29.3,29.87,215,8.18,30.53,91.96,52.16,0.13,0,9.21788E+20,5.01471E-11,1.31368E-11,-10.29975422,-10.88150895,8.37664E+15,0.265587944,73.407,5.03
UGC06786,29.3,32.02,219,5.06,29.67,88.37,50.38,0.07,0,9.88137E+20,4.85368E-11,1.13625E-11,-10.31392902,-10.94452605,9.32549E+15,0.295671839,73.407,5.03
UGC06786,29.3,34.05,211,7.05,29.04,85.42,48.86,0,0,1.05078E+21,4.23694E-11,1.00184E-11,-10.37294813,-10.99920026,1.02413E+16,0.324709475,73.407,5.03
UGC06787,21.3,0.12,134,41.1,-0.73,7.68,179.06,623.48 5,762.31,3.7032E+18,4.84878E-09,8.67412E-09,-8.314367571,-8.061774605,2.06622E+13,0.00065511,98.256,5.03
UGC06787,21.3,0.24,208,35.5,-0.84,14.95,278.38,601.67 2,7720.83,7.4064E+18,5.84143E-09,1.04936E-08,-8.233480494,-7.979076425,2.6567E+13,0.000842326,98.256,5.03
UGC06787,21.3,0.35,252,27.1,-0.93,21.23,309.46,582.34 1,6719.99,1.0801E+19,5.87946E-09,8.90816E-09,-8.230662885,-8.050211841,3.48207E+13,0.001104018,98.256,5.03
UGC06787,21.3,0.47,272,11.6,-1.09,27.71,321.2,561.97 1,847.48,1.45042E+19,5.10087E-09,7.16609E-09,-8.292355972,-8.144717451,4.49889E+13,0.001426409,98.256,5.03
UGC06787,21.3,0.59,276,12.6,-1.27,33.83,323.58,542.31,7620.2,1.82074E+19,4.18379E-09,5.81358E-09,-8.378429769,-8.235556668,5.59632E+13,0.001774355,98.256,5.03
UGC06787,21.3,0.71,271,16.3,-1.49,39.63,323.15,523.34,5650.81,2.19106E+19,3.35185E-09,4.83778E-09,-8.474715689,-8.315353815,6.72983E+13,0.002133744,98.256,5.03
UGC06787,21.3,0.83,266,11.9,-1.72,45.13,320.31,505.02,4439.61,2.56138E+19,2.76242E-09,4.08523E-09,-8.558710741,-8.388783873,7.91825E+13,0.002510541,98.256,5.03
UGC06787,21.3,0.94,262,12.2,-1.96,49.93,316.84,488.8,3710.23,2.90084E+19,2.36635E-09,3.54671E-09,-8.625921193,-8.450174111,9.04376E+13,0.002867393,98.256,5.03
UGC06787,21.3,1.06,260,12.1,-2.21,54.94,314.79,471.7,3081.8,3.27116E+19,2.06655E-09,3.12171E-09,-8.684755091,-8.505607857,1.02366E+14,0.003245586,98.256,5.03
UGC06787,21.3,1.18,260,11.9,-2.45,59.69,313.21,455.2,2524.16,3.64148E+19,1.85639E-09,2.79198E-09,-8.731331233,-8.554087657,1.14204E+14,0.003620938,98.256,5.03
UGC06787,21.3,1.3,259,8.04,-2.69,64.21,311.21,439.27,2069.24,4.0118E+19,1.67209E-09,2.51712E-09,-8.776739746,-8.599096062,1.26246E+14,0.004002727,98.256,5.03
UGC06787,21.3,1.42,257,10.2,-2.93,68.53,309.11,423.91,1658.71,4.38212E+19,1.50724E-09,2.2878E-09,-8.821818019,-8.640582826,1.38399E+14,0.004388053,98.256,5.03
UGC06787,21.3,1.53,254,9.68,-3.17,72.32,306.55,410.29,1386.92,4.72158E+19,1.36641E-09,2.10127E-09,-8.864419919,-8.677518185,1.499E+14,0.004752707,98.256,5.03
UGC06787,21.3,1.66,244,4.95,-3.41,76.57,303.54,394.76,1102.98,5.12276E+19,1.16219E-09,1.91325E-09,-8.934724357,-8.718228637,1.63631E+14,0.005188056,98.256,5.03
UGC06787,21.3,1.89,228,9.83,-3.87,83.6,297.2,368.72,719.64,5.83254E+19,8.91275E-10,1.63448E-09,-9.049988032,-8.786620038,1.88903E+14,0.005989316,98.256,5.03
UGC06787,21.3,2.01,220,18.6,-4.09,87.03,293.4,355.81,572.02,6.20286E+19,7.80285E-10,1.51018E-09,-9.107746618,-8.820970554,2.02666E+14,0.006425687,98.256,5.03
UGC06787,21.3,2.13,215,4.11,-4.3,90.32,289.39,343.36,456.41,6.57318E+19,7.03236E-10,1.39845E-09,-9.152898605,-8.854352448,2.16802E+14,0.006873886,98.256,5.03
UGC06787,21.3,2.24,213,16.1,-4.5,93.19,285.56,332.33,371.14,6.91264E+19,6.56319E-10,1.30557E-09,-9.182884733,-8.884200869,2.30103E+14,0.007295595,98.256,5.03
UGC06787,21.3,3.1,228,9.59,-5.53,112.13,255.35,256.86,45.54,9.5666E+19,5.43391E-10,8.13323E-10,-9.264887922,-9.089737046,3.42963E+14,0.010873908,98.256,5.03
UGC06787,21.3,3.79,236,7.22,-5.65,121.66,232.68,200.21,5.71,1.16959E+20,4.76199E-10,5.89718E-10,-9.322211126,-9.229355635,4.45344E+14,0.014119967,98.256,5.03
UGC06787,21.3,3.9,236,7.24,-5.61,122.76,229.34,193.29,4.09,1.20354E+20,4.62768E-10,5.62493E-10,-9.334636523,-9.249882603,4.62564E+14,0.014665939,98.256,5.03
UGC06787,21.3,4.14,237,8.26,-5.45,124.89,222.83,179.91,2,1.2776E+20,4.39643E-10,5.1096E-10,-9.356899571,-9.2916133,5.0004E+14,0.015854155,98.256,5.03
UGC06787,21.3,4.25,237,4.07,-5.32,125.78,219.95,174.78,1.43,1.31155E+20,4.28264E-10,4.89702E-10,-9.36828816,-9.310067801,5.17519E+14,0.01640834,98.256,5.03
UGC06787,21.3,4.37,237,4.04,-5.15,126.75,216.93,169.83,1,1.34858E+20,4.16504E-10,4.68275E-10,-9.380380667,-9.329499122,5.36646E+14,0.017014788,98.256,5.03
UGC06787,21.3,4.49,237,1.94,-4.93,127.73,214.04,165.47,0.7,1.38561E+20,4.05373E-10,4.48555E-10,-9.392145571,-9.348184503,5.55793E+14,0.017621858,98.256,5.03
UGC06787,21.3,4.61,237,1.49,-4.62,128.73,211.23,161.16,0.48,1.42265E+20,3.94821E-10,4.30261E-10,-9.403600155,-9.366268293,5.75019E+14,0.018231436,98.256,5.03
UGC06787,21.3,4.72,236,2.38,-4.24,129.65,208.76,157.54,0.35,1.45659E+20,3.82372E-10,4.1472E-10,-9.417513914,-9.38224463,5.9264E+14,0.018790121,98.256,5.03
UGC06787,21.3,5.16,235,2.4,-1.43,133.7,199.77,143.97,0.09,1.59238E+20,3.46809E-10,3.6289E-10,-9.459909899,-9.440224585,6.62423E+14,0.021002617,98.256,5.03
UGC06787,21.3,5.43,234,4.05,3.32,136.22,194.84,135.04,0.04,1.6757E+20,3.26765E-10,3.37349E-10,-9.485764036,-9.471920328,7.04787E+14,0.022345823,98.256,5.03
UGC06787,21.3,5.56,233,3.03,4.2,137.4,192.59,129.83,0.03,1.71582E+20,3.16403E-10,3.26301E-10,-9.499758871,-9.486381126,7.25147E+14,0.022991337,98.256,5.03
UGC06787,21.3,5.67,233,2.48,4.99,138.33,190.72,125.11,0.02,1.74976E+20,3.10265E-10,3.17381E-10,-9.508267139,-9.498418403,7.42504E+14,0.023541656,98.256,5.03
UGC06787,21.3,5.79,233,3.03,5.73,139.24,188.73,119.65,0.01,1.78679E+20,3.03835E-10,3.08036E-10,-9.517362643,-9.511399032,7.61617E+14,0.024147661,98.256,5.03
UGC06787,21.3,5.91,232,6.7,6.43,139.93,186.59,113.87,0.01,1.82383E+20,2.95116E-10,2.9848E-10,-9.530007433,-9.525084609,7.81689E+14,0.024784052,98.256,5.03
UGC06787,21.3,6.03,232,7.44,7.14,140.45,184.7,109,0.01,1.86086E+20,2.89243E-10,2.89604E-10,-9.538737264,-9.538194799,8.01593E+14,0.02541513,98.256,5.03
UGC06787,21.3,6.2,232,1.64,8.18,141.04,182.21,103.32,0,1.91332E+20,2.81312E-10,2.7784E-10,-9.550811641,-9.556205269,8.29844E+14,0.026310842,98.256,5.03
UGC06787,21.3,6.5,233,14.3,9.96,142.01,177.9,95.03,0,2.0059E+20,2.70647E-10,2.58809E-10,-9.567597436,-9.587021007,8.8037E+14,0.027912803,98.256,5.03
UGC06787,21.3,6.85,235,7.57,11.78,143.12,173.33,87.04,0,2.11391E+20,2.61246E-10,2.39676E-10,-9.582950769,-9.620375089,9.39141E+14,0.029776188,98.256,5.03
UGC06787,21.3,6.98,236,3.05,12.31,143.59,171.7,84.55,0,2.15403E+20,2.58567E-10,2.33286E-10,-9.587427338,-9.632110834,9.60906E+14,0.030466278,98.256,5.03
UGC06787,21.3,7.09,236,2.91,12.85,144.05,170.36,82.66,0,2.18797E+20,2.54555E-10,2.28239E-10,-9.594218151,-9.641610537,9.79098E+14,0.03104307,98.256,5.03
UGC06787,21.3,7.21,237,4.07,13.38,144.62,168.93,80.65,0,2.22501E+20,2.52444E-10,2.23061E-10,-9.597834494,-9.651575416,9.98742E+14,0.031665884,98.256,5.03
UGC06787,21.3,7.22,238,2.02,13.48,144.67,168.82,80.38,0,2.22809E+20,2.54226E-10,2.22663E-10,-9.594779205,-9.65235241,1.00033E+15,0.031716195,98.256,5.03
UGC06787,21.3,7.33,238,6.76,13.91,145.21,167.55,77.25,0,2.26204E+20,2.50411E-10,2.18177E-10,-9.601345982,-9.661191314,1.01823E+15,0.032283746,98.256,5.03
UGC06787,21.3,7.45,239,3.49,14.44,145.73,166.2,73.54,0,2.29907E+20,2.48453E-10,2.13426E-10,-9.604756393,-9.670752187,1.03789E+15,0.032907168,98.256,5.03
UGC06787,21.3,7.56,240,10.1,14.86,146.08,164.99,69.89,0,2.33302E+20,2.46891E-10,2.09094E-10,-9.607495234,-9.679659129,1.0563E+15,0.033490894,98.256,5.03
UGC06787,21.3,8.26,247,0.85,17.52,144.87,157.97,48.37,0,2.54904E+20,2.39341E-10,1.81436E-10,-9.620982063,-9.741275611,1.18529E+15,0.037580634,98.256,5.03
UGC06787,21.3,8.98,252,8.91,19.64,141.68,151.5,37.69,0,2.77123E+20,2.29155E-10,1.5665E-10,-9.639871177,-9.805070447,1.33006E+15,0.042170589,98.256,5.03
UGC06787,21.3,9.09,253,7.13,19.85,141.18,150.58,36.21,0,2.80517E+20,2.28182E-10,1.53289E-10,-9.641718763,-9.814489821,1.35277E+15,0.042890699,98.256,5.03
UGC06787,21.3,9.3,254,0.73,20.28,140.17,148.87,33.6,0,2.86998E+20,2.24796E-10,1.47113E-10,-9.648211437,-9.83234846,1.39673E+15,0.044284524,98.256,5.03
UGC06787,21.3,10.32,253,0.96,21.76,134.57,141.32,26.44,0,3.18475E+20,2.00986E-10,1.21058E-10,-9.696834577,-9.917007022,1.62196E+15,0.051425631,98.256,5.03
UGC06787,21.3,11.38,247,1.99,22.29,131.1,134.58,22.01,0,3.51187E+20,1.73722E-10,1.01928E-10,-9.760144277,-9.991705741,1.85619E+15,0.058851871,98.256,5.03
UGC06787,21.3,12.4,238,3.15,22.29,127.84,128.93,18.41,0,3.82664E+20,1.48025E-10,8.74471E-11,-9.829663693,-10.05825462,2.09188E+15,0.066324567,98.256,5.03
UGC06787,21.3,13.41,229,1.67,21.87,125.7,123.98,15.63,0,4.13833E+20,1.2672E-10,7.64798E-11,-9.897153735,-10.11645335,2.32616E+15,0.073752601,98.256,5.03
UGC06787,21.3,14.43,223,3.52,21.55,123.24,119.52,12.46,0,4.4531E+20,1.11673E-10,6.72285E-11,-9.952052527,-10.17244628,2.57368E+15,0.081600454,98.256,5.03
UGC06787,21.3,15.44,220,1.13,21.55,120.61,115.54,10.23,0,4.76478E+20,1.01579E-10,5.95214E-11,-9.993197856,-10.22532679,2.82934E+15,0.089706376,98.256,5.03
UGC06787,21.3,16.57,220,1.12,22.08,117.78,111.53,8.33,0,5.1135E+20,9.46514E-11,5.24075E-11,-10.02387307,-10.28060639,3.12365E+15,0.09903774,98.256,5.03
UGC06787,21.3,17.58,224,1.93,22.61,115.53,108.28,6.91,0,5.42519E+20,9.24871E-11,4.71559E-11,-10.03391876,-10.32646415,3.39187E+15,0.107541919,98.256,5.03
UGC06787,21.3,18.6,228,2.04,23.25,113.08,105.27,5.45,0,5.73996E+20,9.05651E-11,4.25254E-11,-10.04303917,-10.37135137,3.67392E+15,0.116484578,98.256,5.03
UGC06787,21.3,19.61,234,2.55,24.2,110.31,102.52,4.48,0,6.05165E+20,9.04812E-11,3.84429E-11,-10.0434418,-10.41518378,3.96761E+15,0.125796036,98.256,5.03
UGC06787,21.3,20.62,239,2.91,26.01,107.85,99.98,3.92,0,6.36333E+20,8.97659E-11,3.5051E-11,-10.04688878,-10.45529904,4.26081E+15,0.135092153,98.256,5.03
UGC06787,21.3,21.64,243,3.08,28.66,105.68,97.6,3.37,0,6.6781E+20,8.84218E-11,3.22179E-11,-10.05344063,-10.49190339,4.5528E+15,0.144349936,98.256,5.03
UGC06787,21.3,22.77,245,3.6,31.74,103.62,95.14,2.89,0,7.02682E+20,8.54227E-11,2.95954E-11,-10.06842678,-10.52877598,4.87268E+15,0.154491922,98.256,5.03
UGC06787,21.3,23.78,247,2.67,34.4,101.87,93.1,2.36,0,7.33851E+20,8.31354E-11,2.75648E-11,-10.08021387,-10.5596448,5.15972E+15,0.163592955,98.256,5.03
UGC06787,21.3,24.79,249,3.37,36.31,99.95,91.18,1.81,0,7.65019E+20,8.1045E-11,2.56493E-11,-10.09127375,-10.59092451,5.46133E+15,0.173155699,98.256,5.03
UGC06787,21.3,25.81,250,2.08,37.37,97.79,89.36,1.47,0,7.96497E+20,7.84686E-11,2.37849E-11,-10.10530391,-10.62369824,5.78683E+15,0.183476056,98.256,5.03
UGC06787,21.3,26.82,251,1.68,37.79,95.84,87.67,1.26,0,8.27665E+20,7.61189E-11,2.21097E-11,-10.11850725,-10.6554174,6.11837E+15,0.193987774,98.256,5.03
UGC06787,21.3,27.84,251,2.78,37.79,94.22,86.04,1.08,0,8.59142E+20,7.33301E-11,2.06117E-11,-10.13471771,-10.68588646,6.45618E+15,0.204698245,98.256,5.03
UGC06787,21.3,29.41,248,3.4,37.26,91.66,83.72,0.68,0,9.07593E+20,6.77661E-11,1.85093E-11,-10.16898758,-10.73261006,7.00246E+15,0.222018321,98.256,5.03
UGC06787,21.3,30.99,246,2.91,36.63,88.64,81.55,0.41,0,9.56351E+20,6.3278E-11,1.65726E-11,-10.19874728,-10.78060991,7.5965E+15,0.240852974,98.256,5.03
UGC06787,21.3,32.57,249,3.46,35.88,86,79.55,0.4,0,1.00511E+21,6.16858E-11,1.49353E-11,-10.20981499,-10.82578736,8.20353E+15,0.260099091,98.256,5.03
UGC06787,21.3,34.03,252,3.23,35.14,84.24,77.83,0.34,0,1.05017E+21,6.04705E-11,1.37014E-11,-10.21845679,-10.86323613,8.75482E+15,0.277578172,98.256,5.03
UGC06787,21.3,37.19,255,4.16,33.12,79.85,74.45,0,0,1.14768E+21,5.66576E-11,1.13409E-11,-10.24674174,-10.94535259,1.00598E+16,0.318952239,98.256,5.03
UGC06818,18,0.87,23.4,5.55,3.13,27.44,0,76.66,0,2.68482E+19,2.03947E-11,2.84097E-11,-10.69048346,-10.54653267,9.72129E+14,0.030822101,1.588,1.079
UGC06818,18,1.74,28,5.2,4.07,38.72,0,36.41,0,5.36964E+19,1.46006E-11,2.82291E-11,-10.83562911,-10.54930232,1.37919E+15,0.043728246,1.588,1.079
UGC06818,18,2.61,36.7,4.25,7.08,40.85,0,18.57,0,8.05446E+19,1.67223E-11,2.13403E-11,-10.7767043,-10.67079873,1.94275E+15,0.061596479,1.588,1.079
UGC06818,18,3.5,47.6,4.25,10.56,41.42,0,10.76,0,1.0801E+20,2.09773E-11,1.69163E-11,-10.67825006,-10.77169452,2.52685E+15,0.080115685,1.588,1.079
UGC06818,18,4.37,63.3,4.75,13.36,40.22,0,6.42,0,1.34858E+20,2.97119E-11,1.33187E-11,-10.52706994,-10.87553766,3.18205E+15,0.100889465,1.588,1.079
UGC06818,18,5.24,71.2,5.25,17.35,39.25,0,3.11,0,1.61706E+20,3.13497E-11,1.13884E-11,-10.50376722,-10.94353544,3.76818E+15,0.119472963,1.588,1.079
UGC06818,18,6.11,68.1,6,19.51,37.01,0,1.37,0,1.88555E+20,2.45956E-11,9.28315E-12,-10.60914291,-11.03230474,4.50683E+15,0.142892438,1.588,1.079
UGC06818,18,6.98,74.4,6,20.91,34.75,0,0.86,0,2.15403E+20,2.56977E-11,7.63588E-12,-10.59010547,-11.11714073,5.31124E+15,0.168396999,1.588,1.079
UGC06917,18,1.74,59.2,3.5,0,56.25,0,84.05,0,5.36964E+19,6.52677E-11,5.8925E-11,-10.18530176,-10.22970012,9.54603E+14,0.030266413,6.832,2.023
UGC06917,18,2.61,71.2,4,0,59.09,0,59.41,0,8.05446E+19,6.29395E-11,4.33502E-11,-10.20107644,-10.36300845,1.36308E+15,0.04321761,6.832,2.023
UGC06917,18,3.5,84.5,4.4,6.4,61.72,0,38.85,0,1.0801E+20,6.61073E-11,3.56478E-11,-10.17975055,-10.44796732,1.74067E+15,0.055189182,6.832,2.023
UGC06917,18,4.37,93.5,4.5,14.66,63.73,0,29.86,0,1.34858E+20,6.48255E-11,3.17106E-11,-10.18825414,-10.49879614,2.06223E+15,0.065384538,6.832,2.023
UGC06917,18,5.24,97.5,3.5,17.89,64.38,0,19.57,0,1.61706E+20,5.87871E-11,2.76108E-11,-10.23071798,-10.55892165,2.42005E+15,0.076729566,6.832,2.023
UGC06917,18,6.11,100,3.5,20.91,64.3,0,16.34,0,1.88555E+20,5.3035E-11,2.42461E-11,-10.27543713,-10.61535769,2.78867E+15,0.088416989,6.832,2.023
UGC06917,18,6.98,101,4,24.79,64.23,0,10.95,0,2.15403E+20,4.73578E-11,2.20055E-11,-10.3246086,-10.65746961,3.12868E+15,0.099197057,6.832,2.023
UGC06917,18,7.85,103,3.5,27.59,62.94,0,8.29,0,2.42251E+20,4.37934E-11,1.94949E-11,-10.35859113,-10.71007966,3.52511E+15,0.111766315,6.832,2.023
UGC06917,18,8.72,105,4,29.1,61.95,0,6.21,0,2.69099E+20,4.097E-11,1.74085E-11,-10.38753381,-10.75923873,3.93166E+15,0.124656199,6.832,2.023
UGC06917,18,9.6,110,4.9,32.76,60.68,0,4.78,0,2.96256E+20,4.08431E-11,1.60513E-11,-10.38888178,-10.79449106,4.29615E+15,0.136212643,6.832,2.023
UGC06917,18,10.47,111,6,36.86,60.19,0,3.35,0,3.23104E+20,3.81332E-11,1.54176E-11,-10.41869665,-10.81198284,4.57786E+15,0.145144651,6.832,2.023
UGC06923,18,0.93,40.5,7.35,9.26,50.64,0,139.38,0,2.86998E+19,5.7152E-11,9.23406E-11,-10.24296882,-10.03460723,5.57498E+14,0.017675893,2.89,0.809
